Census_year,Block_ID,Property_ID,Base_property_ID,CLUE_small_area,Business_address,Trading_name,Industry_ANZSIC4_code,Industry_ANZSIC4_description,Longitude,Latitude,Location
2021,1110,620308,593737,Docklands,Shop G15 109 Studio Lane DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620308,593737,Docklands,Ground 6B Star Crescent DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620308,593737,Docklands,Shop G03 4 Star Crescent DOCKLANDS VIC 3008,Sporting House,4251,Clothing Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620308,593737,Docklands,Shop G14 111 Studio Lane DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620308,593737,Docklands,Shop G11 119 Studio Lane DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620308,593737,Docklands,Level 1 12 Star Crescent DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620308,593737,Docklands,Level 1 5-7 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620309,593737,Docklands,Shop F08 Level 1 17 Star Crescent DOCKLANDS VIC 3008,Gapmaps Pty Ltd,6922,Surveying and Mapping Services,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620309,593737,Docklands,Level 1 19-21 Star Crescent DOCKLANDS VIC 3008,Chipmunks Playland And Cafe,9131,Amusement Parks and Centres Operation,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620309,593737,Docklands,Ground 5 Star Crescent DOCKLANDS VIC 3008,Star Ugg & Sheepskin,4252,Footwear Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620309,593737,Docklands,Ground 452-454 Docklands Drive DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620309,593737,Docklands,Level 1 5-7 Star Crescent DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Ground 34 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Level 1 26 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Level 1 34 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Ground 36 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Shop G05 26 Wharf Street DOCKLANDS VIC 3008,Australian Cartoon Museum,8910,Museum Operation,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Level 1 102 Studio Lane DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Level 1 104-106 Studio Lane DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Shop G08 32 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620310,593737,Docklands,Level 1 32A Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G01 122 Studio Lane DOCKLANDS VIC 3008,Sunglass Hut,8532,Optometry and Optical Dispensing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G05 Ground 28 Star Crescent DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G06 Ground 18-34 Star Crescent DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G21 116 Studio Lane DOCKLANDS VIC 3008,The Melbourne Ice Limited,9112,Sports and Physical Recreation Clubs and Sports Professionals,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G01A & G02-G03 18 Star Crescent DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop F17 Level 1 23 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop F04 Level 1 18-20 Star Crescent 19-35 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G07 30 Star Crescent DOCKLANDS VIC 3008,Fila Outlet,4241,Sport and Camping Equipment Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop F14 Level 1 29 Wharf Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G04 Ground 24 Star Crescent DOCKLANDS VIC 3008,Kathmandu,4241,Sport and Camping Equipment Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G11A Ground 7 The Arcade DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620311,593737,Docklands,Shop G08 32 Star Crescent DOCKLANDS VIC 3008,Bonds,4251,Clothing Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Shop G03 6 Star Circus DOCKLANDS VIC 3008,KFC,4512,Takeaway Food Services,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Level 1 14 Star Circus DOCKLANDS VIC 3008,Dohtonbori,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Ground 33 Star Crescent DOCKLANDS VIC 3008,EB Games,4242,Entertainment Media Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Ground 37 Star Crescent DOCKLANDS VIC 3008,Miss Pings Thai Eatery,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Level 1 31-35 Star Crescent DOCKLANDS VIC 3008,Black Light Mini Golf / Le Bar Europeen,9131,Amusement Parks and Centres Operation,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Shop G04 7 Star Circus DOCKLANDS VIC 3008,Gozleme King,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Ground 11 Star Circus DOCKLANDS VIC 3008,san churro docklands,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Shop G01 35 Star Crescent DOCKLANDS VIC 3008,Ozmosis,4251,Clothing Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Level 1 10-12 Star Circus DOCKLANDS VIC 3008,Gold Leaf Harbour View Restaurant Pty Ltd,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Ground 25 Star Crescent DOCKLANDS VIC 3008,Underrated,4252,Footwear Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Shop G05 8 Star Circus DOCKLANDS VIC 3008,Lord Of The Fries Docklands,4512,Takeaway Food Services,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620312,593737,Docklands,Ground 31 Star Crescent DOCKLANDS VIC 3008,Skechers,4252,Footwear Retailing,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620313,593737,Docklands,Shop C01 2-4 The Arcade DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620313,593737,Docklands,Ground 1 Star Circus DOCKLANDS VIC 3008,Nando's,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620313,593737,Docklands,Level 1 1 Star Circus DOCKLANDS VIC 3008,The Pink Rabbit,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620314,593737,Docklands,Ground 14 The Arcade DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620314,593737,Docklands,Level 1 3-5 Star Circus DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620314,593737,Docklands,Shop G02 4 Star Circus DOCKLANDS VIC 3008,Old Man Pho,4511,Cafes and Restaurants,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,620314,593737,Docklands,Shop G05 12 The Arcade DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.938,-37.81329,"-37.8132875163, 144.93799836630816"
2021,1110,593738,593738,Docklands,Costco 331-381 Footscray Road DOCKLANDS VIC 3008,Costco,4213,Houseware Retailing,144.93723,-37.81076,"-37.81076085955, 144.93723438100992"
2021,1110,593739,593739,Docklands,Part Mezzanine 2 105 Pearl River Road DOCKLANDS VIC 3008,Snow Australia,9114,Sport and Physical Recreation Administrative Service,144.93563,-37.81214,"-37.81213814988652, 144.93563148394998"
2021,1110,593739,593739,Docklands,Part Mezzanine 1 105 Pearl River Road DOCKLANDS VIC 3008,Vacant Space,0,Vacant Space,144.93563,-37.81214,"-37.81213814988652, 144.93563148394998"
2021,1110,608355,608355,Docklands,Pt Gnd & Levels 1-2 370 Docklands Drive DOCKLANDS VIC 3008,Care Park Pty Ltd,9533,Parking Services,144.94187,-37.81286,"-37.81286378265, 144.94187093496612"
2021,1110,608590,608590,Docklands,"Shop 8, 101 Waterfront Way DOCKLANDS VIC 3008",Vacant,0,Vacant Space,144.93761,-37.81189,"-37.811888462599995, 144.937607406096"
2021,1110,608590,608590,Docklands,Melbourne Star Observation Wheel 101 Waterfront Way DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.93761,-37.81189,"-37.811888462599995, 144.937607406096"
2021,1110,608590,608590,Docklands,"Shop 6, 101 Waterfront Way DOCKLANDS VIC 3008",Boost Juice Waterfront City,4512,Takeaway Food Services,144.93761,-37.81189,"-37.811888462599995, 144.937607406096"
2021,1110,618854,618854,Docklands,Part Level 1 380 Docklands Drive DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618854,618854,Docklands,Pt Lvls 6 & 7 380 Docklands Drive DOCKLANDS VIC 3008,Siemens Mobility Pty Ltd,2393,Railway Rolling Stock Manufacturing and Repair Services,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618854,618854,Docklands,Part Level 5 380 Docklands Drive DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618854,618854,Docklands,Level 2-3 380 Docklands Drive DOCKLANDS VIC 3008,Xchanging,7000,Computer System Design and Related Services,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618854,618854,Docklands,Part Level 7 380 Docklands Drive DOCKLANDS VIC 3008,Tili Group Pty Ltd,7000,Computer System Design and Related Services,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618854,618854,Docklands,Lobby 380 Docklands Drive DOCKLANDS VIC 3008,Cafe Bourgeois,4511,Cafes and Restaurants,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618854,618854,Docklands,Part Ground 380 Docklands Drive DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.9412,-37.81308,"-37.8130848272, 144.9411967105518"
2021,1110,618855,618855,Docklands,Docklands Primary School 1-19 Little Docklands Drive DOCKLANDS VIC 3008,Docklands Primary School,8021,Primary Education,144.9414,-37.81262,"-37.8126154293, 144.9414016917085"
2021,1110,620301,620301,Docklands,"Shop 19, Ground 120 Pearl River Road DOCKLANDS VIC 3008",Vacant,0,Vacant Space,144.93659,-37.81186,"-37.811859459, 144.93658926722165"
2021,1110,620301,620301,Docklands,"Shop 18, Ground 120 Pearl River Road DOCKLANDS VIC 3008",Vacant,0,Vacant Space,144.93659,-37.81186,"-37.811859459, 144.93658926722165"
2021,1110,620301,620301,Docklands,"Part Shop 16, 120 Pearl River Road DOCKLANDS VIC 3008",Vacant,0,Vacant Space,144.93659,-37.81186,"-37.811859459, 144.93658926722165"
2021,1110,620301,620301,Docklands,"Shop 15, Ground 120 Pearl River Road DOCKLANDS VIC 3008",Fukutontei Ramen,4511,Cafes and Restaurants,144.93659,-37.81186,"-37.811859459, 144.93658926722165"
2021,1110,620301,620301,Docklands,"Part Shop 16, Ground 120 Pearl River Road DOCKLANDS VIC 3008",Vacant,0,Vacant Space,144.93659,-37.81186,"-37.811859459, 144.93658926722165"
2021,1110,698068,698068,Docklands,24 Little Docklands Drive DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.94013,-37.81243,"-37.812434286013286, 144.940132205"
2021,1110,698069,698069,Docklands,102 Waterfront Way DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.9389,-37.8116,"-37.8115994297, 144.93889522001027"
2021,1111,109603,109603,West Melbourne (Industrial),(Rear 24 Victoria Harbour) Enterprize Road DOCKLANDS VIC 3008,Melbourne Maritime Services Pty Ltd,5212,Port and Water Transport Terminal Operations,144.9278,-37.81716,"-37.817161943749994, 144.92780104109607"
2021,1111,626170,626170,West Melbourne (Industrial),Rear 25 Enterprize Road WEST MELBOURNE VIC 3003,VACANT,0,Vacant Space,144.93261,-37.81506,"-37.815062830237025, 144.9326069405"
2021,1112,103980,103980,Docklands,"Part Unit 13, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Them Authentic Vietnamese Cuisine & Rolls,4511,Cafes and Restaurants,144.95248,-37.82288,"-37.8228836279, 144.95247888392848"
2021,1112,103980,103980,Docklands,"Unit 17A, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Ezy Convenience Store & Cafe,4111,Convenience Store,144.95248,-37.82288,"-37.8228836279, 144.95247888392848"
2021,1112,103980,103980,Docklands,"Part Unit 13, Ground 60 Siddeley Street DOCKLANDS VIC 3008",Vacant,0,Vacant Space,144.95248,-37.82288,"-37.8228836279, 144.95247888392848"
2021,1112,103982,103982,Docklands,717 Flinders Street DOCKLANDS VIC 3008,The Flying Angel Club,9540,Religious Services,144.95133,-37.82247,"-37.8224727038, 144.9513316632238"
2021,1112,103983,103983,Docklands,731-739 Flinders Street DOCKLANDS VIC 3008,Vacant,0,Vacant Space,144.95024,-37.82284,"-37.82284480925, 144.95024030327903"
2021,2381,617526,617526,North Melbourne,189 Boundary Road NORTH MELBOURNE VIC 3051,Tobin Brothers Funerals,9520,"Funeral, Crematorium and Cemetery Services",144.93972,-37.78828,"-37.78828427825, 144.93972093309432"
2021,2381,617541,619509,North Melbourne,"Unit 20, Level 5 70 Racecourse Road NORTH MELBOURNE VIC 3051",Edge Consulting Engineers,6923,Engineering Design and Engineering Consulting Services,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 2, Level 3 70 Racecourse Road NORTH MELBOURNE VIC 3051",Vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 22, Level 5 70 Racecourse Road NORTH MELBOURNE VIC 3051",Vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 23, Level 5 70 Racecourse Road NORTH MELBOURNE VIC 3051",People Works,7311,Building and Other Industrial Cleaning Services,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,Unit 27 Level 5 70 Racecourse Road NORTH MELBOURNE VIC 3051,Vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 4, Level 3 70 Racecourse Road NORTH MELBOURNE VIC 3051",Simple Biz,7000,Computer System Design and Related Services,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 16-17, Level 4 70 Racecourse Road NORTH MELBOURNE VIC 3051",Rail Manufacturing CRC,6923,Engineering Design and Engineering Consulting Services,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 1, Level 3 70 Racecourse Road NORTH MELBOURNE VIC 3051",Design Flow Consulting Pty Ltd,6962,Management Advice and Other Consulting Services,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 6, Level 3 70 Racecourse Road NORTH MELBOURNE VIC 3051",Vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617541,619509,North Melbourne,"Unit 13, Level 4 70 Racecourse Road NORTH MELBOURNE VIC 3051",Vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617601,619509,North Melbourne,"Suite 201-202, Level 2 187 Boundary Road NORTH MELBOURNE VIC 3051",vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617601,619509,North Melbourne,"Suite 203, Level 2 187 Boundary Road NORTH MELBOURNE VIC 3051",Vacant,0,Vacant Space,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2381,617601,619509,North Melbourne,Level 1 183 Boundary Road NORTH MELBOURNE VIC 3051,B Braun North Melbourne Renal Care Centre,8512,Specialist Medical Services,144.93937,-37.78887,"-37.7888696013, 144.93937343281658"
2021,2382,616766,616766,North Melbourne,415-433 Flemington Road NORTH MELBOURNE VIC 3051,7-Eleven,4000,Fuel Retailing,144.941,-37.789,"-37.7890004348, 144.94099522565853"
2021,2383,616843,616843,North Melbourne,87-105 Racecourse Road NORTH MELBOURNE VIC 3051,Vacant,0,Vacant Space,144.93888,-37.78982,"-37.7898191807, 144.93888403794327"
2021,2383,616895,616895,North Melbourne,69-75 Racecourse Road NORTH MELBOURNE VIC 3051,Paper World Pty Ltd,6010,Libraries and Archives,144.93942,-37.78945,"-37.78945474853546, 144.93941778745"
2021,2383,616906,616906,North Melbourne,131-133 Boundary Road NORTH MELBOURNE VIC 3051,Vacant,0,Vacant Space,144.93952,-37.79049,"-37.790489576400006, 144.9395171882416"
2021,2383,616906,616906,North Melbourne,135-137 Boundary Road NORTH MELBOURNE VIC 3051,Victorian Spiritualists' Union Inc,9540,Religious Services,144.93952,-37.79049,"-37.790489576400006, 144.9395171882416"
2021,2383,616927,616927,North Melbourne,68-102 Alfred Street NORTH MELBOURNE VIC 3051,Melbourne Pathology Pty Limited,8520,Pathology and Diagnostic Imaging Services,144.93826,-37.79014,"-37.79014369205, 144.93826345984166"
2021,2384,616747,616747,North Melbourne,171-173 Melrose Street NORTH MELBOURNE VIC 3051,Melrose Apartments,4400,Accommodation,144.94231,-37.79074,"-37.79074010015, 144.9423061168938"
2021,2384,617689,617689,North Melbourne,Adjacent Kiosk 27 Racecourse Road NORTH MELBOURNE VIC 3051,Melbourne Kebab Box,4512,Takeaway Food Services,144.94096,-37.78974,"-37.78974280720024, 144.94096077615"
2021,2384,617700,617700,North Melbourne,Ground 409 Flemington Road NORTH MELBOURNE VIC 3051,F45,9111,Health and Fitness Centres and Gymnasia Operation,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617700,617700,North Melbourne,407 Flemington Road NORTH MELBOURNE VIC 3051,Home & Industrial Consulting Engineers,6923,Engineering Design and Engineering Consulting Services,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617700,617700,North Melbourne,403 Flemington Road NORTH MELBOURNE VIC 3051,Refresh Hospitality,7299,Other Administrative Services n.e.c.,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617700,617700,North Melbourne,9A Racecourse Road NORTH MELBOURNE VIC 3051,All-Nyte Cleaning,7311,Building and Other Industrial Cleaning Services,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617700,617700,North Melbourne,393-395 Flemington Road NORTH MELBOURNE VIC 3051,Polaris Communications Pty Ltd,2422,Communications Equipment Manufacturing,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617700,617700,North Melbourne,387-389 Flemington Road NORTH MELBOURNE VIC 3051,I-Comm Australia Pty Ltd,7000,Computer System Design and Related Services,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617700,617700,North Melbourne,Level 1 409 Flemington Road NORTH MELBOURNE VIC 3051,James & Co Conveyancing,6931,Legal Services,144.9419,-37.78997,"-37.7899680125, 144.9418982094809"
2021,2384,617701,617701,North Melbourne,Gnd & Flr1 371-377 Flemington Road NORTH MELBOURNE VIC 3051,Vacant,0,Vacant Space,144.94249,-37.79016,"-37.79016074615, 144.94249011548465"
2021,2385,616892,616892,North Melbourne,Part Ground 64 Sutton Street NORTH MELBOURNE VIC 3051,Casa & Bottega,4213,Houseware Retailing,144.93764,-37.79163,"-37.791628616699995, 144.93763758849605"
2021,2385,616892,616892,North Melbourne,Part Level 1 64 Sutton Street NORTH MELBOURNE VIC 3051,Anthony Jaye,7211,Employment Placement and Recruitment Services,144.93764,-37.79163,"-37.791628616699995, 144.93763758849605"
2021,2385,616892,616892,North Melbourne,Part Level 1 64 Sutton Street NORTH MELBOURNE VIC 3051,Jason Coleman's Ministry Of Dance Pty Ltd,8212,Arts Education,144.93764,-37.79163,"-37.791628616699995, 144.93763758849605"
2021,2385,618476,618476,North Melbourne,Pumping Station No.2 330 Macaulay Road KENSINGTON VIC 3031,Pumping Station,2812,Sewerage and Drainage Services,144.9353,-37.79494,"-37.794941477228775, 144.93530357275"
2021,2385,618527,618527,North Melbourne,Pumping Station No.5 Sutton Street NORTH MELBOURNE VIC 3051,Pumping Station,2812,Sewerage and Drainage Services,144.93689,-37.79192,"-37.79192057905, 144.936888336677"
2021,2386,616162,616161,North Melbourne,Part Ground 33 Alfred Street NORTH MELBOURNE VIC 3051,North Melbourne Office of Housing,7520,State Government Administration,144.94095,-37.79163,"-37.7916306877, 144.9409503094244"
2021,2387,617503,617503,North Melbourne,71-75 Sutton Street NORTH MELBOURNE VIC 3051,In Confidence,3736,Paper Product Wholesaling,144.93862,-37.79247,"-37.79246625176344, 144.93862455925"
2021,2387,617504,617504,North Melbourne,65-69 Sutton Street NORTH MELBOURNE VIC 3051,All New Paper Recycling,3736,Paper Product Wholesaling,144.93894,-37.79257,"-37.79257124001222, 144.93893814925002"
2021,2387,617507,617507,North Melbourne,77-81 Boundary Road NORTH MELBOURNE VIC 3051,Synergy Auto Repairs,9412,"Automotive Body, Paint and Interior Repair",144.93918,-37.79244,"-37.79244280992624, 144.9391848693"
2021,2387,617524,617524,North Melbourne,62-72 Mark Street NORTH MELBOURNE VIC 3051,Life Melbourne,9540,Religious Services,144.93784,-37.79312,"-37.7931182296, 144.93783795324975"
2021,2387,617525,617525,North Melbourne,69 Boundary Road NORTH MELBOURNE VIC 3051,Alltrade Alluminium,3239,Other Building Installation Services,144.93866,-37.79321,"-37.7932077383, 144.93866396723104"
2021,2387,617525,617525,North Melbourne,Part 71 Boundary Road NORTH MELBOURNE VIC 3051,Vectron Systems (Victoria) Pty Ltd,3494,Other Electrical and Electronic Good Wholesaling,144.93866,-37.79321,"-37.7932077383, 144.93866396723104"
2021,2387,617525,617525,North Melbourne,63 Boundary Road NORTH MELBOURNE VIC 3051,vacant,0,Vacant Space,144.93866,-37.79321,"-37.7932077383, 144.93866396723104"
2021,2388,617513,617513,North Melbourne,Part 49-53 Buncle Street NORTH MELBOURNE VIC 3051,Doutta Galla Community Health Service,8511,General Practice Medical Services,144.93995,-37.79311,"-37.79310789180886, 144.93995457135"
2021,2388,617513,617513,North Melbourne,Part 49-53 Buncle Street NORTH MELBOURNE VIC 3051,Ch'ung Shan Buddhist Association,9559,Other Interest Group Services n.e.c.,144.93995,-37.79311,"-37.79310789180886, 144.93995457135"
2021,2388,617513,617513,North Melbourne,Part 49-53 Buncle Street NORTH MELBOURNE VIC 3051,North Melbourne Maternal & Child Health Centre,8599,Other Health Care Services n.e.c.,144.93995,-37.79311,"-37.79310789180886, 144.93995457135"
2021,2389,617530,617530,North Melbourne,Jean McKendry Neighbourhood Centre 91-111 Melrose Street NORTH MELBOURNE VIC 3051,Jean McKendry Neighbourhood Centre,7530,Local Government Administration,144.94175,-37.79292,"-37.79291609892989, 144.94174954085"
2021,2390,617324,617324,North Melbourne,"Unit 1-2, 75 Mark Street NORTH MELBOURNE VIC 3051",Imark Communications Pty Ltd,3493,Telecommunication Goods Wholesaling,144.9375,-37.79411,"-37.79410762526527, 144.93749650185"
2021,2390,617324,617324,North Melbourne,"Unit 6, 75 Mark Street NORTH MELBOURNE VIC 3051",ADS Environmental Services,6962,Management Advice and Other Consulting Services,144.9375,-37.79411,"-37.79410762526527, 144.93749650185"
2021,2390,617325,617325,North Melbourne,"Unit 12, 65 Mark Street NORTH MELBOURNE VIC 3051",Special Gases installation,1841,Human Pharmaceutical and Medicinal Product Manufacturing,144.93789,-37.79439,"-37.7943866862, 144.93789012615392"
2021,2390,617325,617325,North Melbourne,"Unit 8, 65 Mark Street NORTH MELBOURNE VIC 3051",Vacant,0,Vacant Space,144.93789,-37.79439,"-37.7943866862, 144.93789012615392"
2021,2390,617399,617399,North Melbourne,23-35 Boundary Road NORTH MELBOURNE VIC 3051,Red Exhibitions Pty Ltd,6940,Advertising Services,144.9384,-37.79483,"-37.7948295534, 144.93839996288494"
2021,2390,617399,617399,North Melbourne,234-244 Macaulay Road NORTH MELBOURNE VIC 3051,vacant,0,Vacant Space,144.9384,-37.79483,"-37.7948295534, 144.93839996288494"
2021,2390,617399,617399,North Melbourne,35 Boundary Road NORTH MELBOURNE VIC 3051,Alternative Engineering,6923,Engineering Design and Engineering Consulting Services,144.9384,-37.79483,"-37.7948295534, 144.93839996288494"
2021,2390,617399,617399,North Melbourne,222-232 Macaulay Road NORTH MELBOURNE VIC 3051,Vacant,0,Vacant Space,144.9384,-37.79483,"-37.7948295534, 144.93839996288494"
2021,2390,617431,617431,North Melbourne,"Unit 5, 300 Macaulay Road NORTH MELBOURNE VIC 3051",Design & Diplomacy,6924,Other Specialised Design Services,144.93673,-37.79438,"-37.7943825307, 144.93672995476493"
2021,2390,617431,617431,North Melbourne,"Unit 4, 300 Macaulay Road NORTH MELBOURNE VIC 3051",vacant,0,Vacant Space,144.93673,-37.79438,"-37.7943825307, 144.93672995476493"
